Node_with_Module,Node,Module,X,Y,Z,Neighbor_Nodes,Bars,Physical_Bars,Physical_Nodes,Ground,Inner_Outer
FOR-10,FOR,10,-1.859306406,-159.398511,-11.69254437,EGG_OAK_RUG_HIP,EGG-FOR_FOR-OAK_FOR-RUG_FOR-HIP,EGG-FOR-10_FOR-OAK-10_FOR-RUG-10_FOR-HIP-10,EGG-10_OAK-10_RUG-10_HIP-10,0,outer
ODD-11,ODD,11,85.97783059,-36.78945902,22.52835163,AIR_GAS_KEG,AIR-ODD_GAS-ODD_KEG-ODD,AIR-ODD-11_GAS-ODD-11_KEG-ODD-11,AIR-11_GAS-11_KEG-11,0,outer
EVE-14,EVE,14,30.91119559,-41.28148002,69.58921863,LAW_OLD_IRE_LIE,EVE-LAW_EVE-OLD_EVE-IRE_EVE-LIE,EVE-LAW-14_EVE-OLD-14_EVE-IRE-14_EVE-LIE-14,LAW-14_OLD-14_IRE-14_LIE-14,0,outer
OAR-3,OAR,3,-102.5536564,87.41918798,-42.43610337,AGO_EGO_TAX_ZIG,AGO-OAR_EGO-OAR_OAR-TAX_OAR-ZIG,AGO-OAR-3_EGO-OAR-3_OAR-TAX-3_OAR-ZIG-3,AGO-3_EGO-3_TAX-3_ZIG-4,0,outer
JAR-8,JAR,8,84.01051459,-54.19003002,-46.44022937,PAY_LUG,JAR-PAY_JAR-LUG,JAR-PAY-8_JAR-LUG-8,PAY-8_LUG-8,0,inner
AGO-3,AGO,3,-77.59085641,99.85877998,-32.02837637,ALA_OAR_FLY,AGO-ALA_AGO-OAR_AGO-FLY,AGO-ALA-3_AGO-OAR-3_AGO-FLY-3,ALA-3_OAR-3_FLY-3,0,inner
ETA-2,ETA,8,97.82119359,-10.49737002,-50.66639537,BAH_CIS_BAM_PAY,BAH-ETA_CIS-ETA_BAM-ETA_ETA-PAY,BAH-ETA-2_CIS-ETA-2_BAH-ETA-8_BAM-ETA-8_ETA-PAY-8,BAH-2_CIS-2_BAH-8_BAM-8_PAY-8,0,inner
GAS-11,GAS,11,98.01878059,-13.78822502,8.027349628,FIX_ODD_EYE_TUX,FIX-GAS_GAS-ODD_EYE-GAS_GAS-TUX,FIX-GAS-11_GAS-ODD-11_EYE-GAS-7_GAS-TUX-11,FIX-11_ODD-11_EYE-7_TUX-8,0,outer
GUT-3,GUT,3,-58.81736041,125.501099,-49.45211537,HEX_WAX_MOM,GUT-HEX_GUT-WAX_GUT-MOM,GUT-HEX-3_GUT-WAX-3_GUT-MOM-3,HEX-3_WAX-3_MOM-3,0,inner
DAD-10,DAD,10,25.22672259,-147.27426,0.517395628,GEL_GET,DAD-GEL_DAD-GET,DAD-GEL-10_DAD-GET-10,GEL-10_GET-10,0,inner
PLY-6,PLY,6,-25.05522041,53.31458298,49.84175063,FUN_JOB_NAN,FUN-PLY_JOB-PLY_NAN-PLY,FUN-PLY-5_JOB-PLY-5_NAN-PLY-6,FUN-5_JOB-5_NAN-6,0,inner
GIG-11,GIG,14,47.13816959,-23.18064902,50.88486063,FAX_MAC_IRE,FAX-GIG_GIG-MAC_GIG-IRE,FAX-GIG-11_GIG-MAC-11_GIG-IRE-14,FAX-11_MAC-11_IRE-14,0,inner
BAM-8,BAM,8,73.08419059,-39.61716802,-83.34339637,YAY_HAY_ETA_WIN_CIS,BAM-YAY_BAM-HAY_BAM-ETA_BAM-WIN_BAM-CIS,BAM-YAY-8_BAM-HAY-8_BAM-ETA-8_BAM-WIN-8_BAM-CIS-8,YAY-8_HAY-8_ETA-8_WIN-8_CIS-2,1,inner
NOM-7,NOM,1,76.18738459,86.59016998,-4.606762372,SPY,NOM-SPY,NOM-SPY-1,SPY-1,0,inner
WAS-11,WAS,11,71.74941359,-81.86690602,19.97496263,KEG_PHI_TAR_ZOO,KEG-WAS_PHI-WAS_TAR-WAS_WAS-ZOO,KEG-WAS-11_PHI-WAS-11_TAR-WAS-11_WAS-ZOO-11,KEG-11_PHI-11_TAR-11_ZOO-11,0,outer
GIG-14,GIG,14,41.95506859,-21.83033602,51.21567163,FAX_MAC_IRE,FAX-GIG_GIG-MAC_GIG-IRE,FAX-GIG-11_GIG-MAC-11_GIG-IRE-14,FAX-11_MAC-11_IRE-14,0,inner
NOM-2,NOM,1,76.73077159,86.61888398,-8.750120372,SPY,NOM-SPY,NOM-SPY-1,SPY-1,0,inner
TUX-8,TUX,2,108.4933236,-15.46935902,-22.75135137,IVY_GAS,IVY-TUX_GAS-TUX,IVY-TUX-2_GAS-TUX-11,IVY-2_GAS-11,0,outer
PHI-8,PHI,8,73.86403559,-101.253142,1.910047628,TAR_EAR_WAS_GEL,PHI-TAR_EAR-PHI_PHI-WAS_GEL-PHI,PHI-TAR-11_EAR-PHI-11_PHI-WAS-11_PHI-TAR-8_GEL-PHI-10,TAR-11_EAR-11_WAS-11_TAR-8_GEL-10,0,outer
COP-10,COP,9,-39.98823741,-109.145583,-42.28678237,USE_TAT_NEW_GET,COP-USE_COP-TAT_COP-NEW_COP-GET,COP-NEW-10_COP-GET-10_COP-USE-9_COP-TAT-9,NEW-10_GET-10_USE-9_TAT-9,1,inner
ALL-10,ALL,10,-21.26114741,-138.6957,32.20581763,EGG_RUG_PIG_PRO,ALL-EGG_ALL-RUG_ALL-PIG_ALL-PRO,ALL-EGG-10_ALL-RUG-10_ALL-PIG-10_ALL-PRO-10,EGG-10_RUG-10_PIG-10_PRO-13,0,outer
SUN-7,SUN,7,104.1034676,36.32947298,1.262630628,HIT_SKY_EYE,HIT-SUN_SKY-SUN_EYE-SUN,HIT-SUN-2_SKY-SUN-2_HIT-SUN-7_EYE-SUN-7,HIT-2_SKY-2_HIT-7_EYE-7,0,outer
LUG-8,LUG,8,89.76299359,-35.23578102,-8.809875372,JAR_KEG_WHY_IVY,JAR-LUG_KEG-LUG_LUG-WHY_IVY-LUG,KEG-LUG-11_JAR-LUG-8_KEG-LUG-8_LUG-WHY-8_IVY-LUG-7,KEG-11_JAR-8_KEG-8_WHY-8_IVY-7,0,inner
JUG-5,JUG,6,-2.629957406,39.91665698,69.01312063,JOB_SOY_MOP_AHI,JOB-JUG_JUG-SOY_JUG-MOP_AHI-JUG,JOB-JUG-5_JUG-SOY-6_JUG-MOP-6_AHI-JUG-7,JOB-5_SOY-6_MOP-6_AHI-7,0,outer
SUN-2,SUN,7,105.0021466,37.50039698,-2.583674372,HIT_SKY_EYE,HIT-SUN_SKY-SUN_EYE-SUN,HIT-SUN-2_SKY-SUN-2_HIT-SUN-7_EYE-SUN-7,HIT-2_SKY-2_HIT-7_EYE-7,0,outer
ARM-1,ARM,1,65.19910059,101.295225,14.24669263,BIO_DUB_BRO,ARM-BIO_ARM-DUB_ARM-BRO,ARM-BIO-1_ARM-DUB-1_ARM-BRO-1,BIO-1_DUB-1_BRO-7,0,outer
SIP-3,SIP,3,-28.66803741,143.011165,-69.18081237,HEX_MAY_RUM_WAX,HEX-SIP_MAY-SIP_RUM-SIP_SIP-WAX,HEX-SIP-3_MAY-SIP-3_RUM-SIP-3_SIP-WAX-3,HEX-3_MAY-3_RUM-3_WAX-3,1,inner
SKY-2,SKY,2,112.3883416,35.23947098,-28.36083737,DUI_FOX_SUN_TAG,DUI-SKY_FOX-SKY_SKY-SUN_SKY-TAG,DUI-SKY-2_FOX-SKY-2_SKY-SUN-2_SKY-TAG-2,DUI-2_FOX-2_SUN-2_TAG-2,0,outer
HIT-7,HIT,7,96.86061759,65.50574698,4.395899628,DIG_SUN_BRO,DIG-HIT_HIT-SUN_BRO-HIT,DIG-HIT-2_HIT-SUN-2_HIT-SUN-7_BRO-HIT-7,DIG-2_SUN-2_SUN-7_BRO-7,0,outer
COP-9,COP,9,-42.95671341,-101.868626,-45.03855737,USE_TAT_NEW_GET,COP-USE_COP-TAT_COP-NEW_COP-GET,COP-NEW-10_COP-GET-10_COP-USE-9_COP-TAT-9,NEW-10_GET-10_USE-9_TAT-9,1,inner
OIL-5,OIL,5,-55.28968041,101.814954,-2.314150372,INK_DRY_SHY,INK-OIL_DRY-OIL_OIL-SHY,INK-OIL-3_DRY-OIL-5_OIL-SHY-5,INK-3_DRY-5_SHY-5,0,inner
HIT-2,HIT,7,97.67347859,66.47715898,0.875633628,DIG_SUN_BRO,DIG-HIT_HIT-SUN_BRO-HIT,DIG-HIT-2_HIT-SUN-2_HIT-SUN-7_BRO-HIT-7,DIG-2_SUN-2_SUN-7_BRO-7,0,outer
