Bar_name,Modules,Min_X,Min_Y,Min_Z,Max_X,Max_Y,Max_Z,Nodes,Physical_Bars,Physical_Nodes,Adjacent_Nodes,Adjacent_Physical_Bars,Adjacent_Bars,Adjacent_Physical_Nodes,Ground,Inner_Outer
BUG-COY,12,-80.29390641,-64.50047202,1.984625628,-59.09933341,-50.00527902,38.98281863,BUG_COY,BUG-COY-12,"['GOO', 'FIG', 'ELK', 'KIT']",BUG-12_COY-12,"['BUG-GOO-12', 'BUG-FIG-12', 'COY-ELK-9', 'COY-KIT-9']","['BUG-GOO', 'BUG-FIG', 'COY-ELK', 'COY-KIT']","['GOO-12', 'FIG-12', 'ELK-9', 'KIT-9']",0,inner
ADO-JOB,5,3.845794594,74.53298798,38.38084263,11.85316059,92.98717298,59.56868863,ADO_JOB,ADO-JOB-5,"['BOA', 'ELF', 'NAY', 'JUG', 'PLY']",ADO-5_JOB-5,"['ADO-BOA-5', 'ADO-ELF-5', 'JOB-NAY-5', 'JOB-JUG-5', 'JOB-PLY-5']","['ADO-BOA', 'ADO-ELF', 'JOB-NAY', 'JOB-JUG', 'JOB-PLY']","['BOA-5', 'ELF-1', 'NAY-5', 'JUG-5', 'PLY-5']",0,in_to_out
DUB-WAR,1_5,22.01100359,99.97916498,20.21671563,43.10971859,118.646189,31.93446463,DUB_WAR,DUB-WAR-1_DUB-WAR-5,"['ARM', 'ELF', 'TOY', 'GAL', 'HOW', 'BOA']",DUB-1_WAR-1_DUB-5_WAR-5,"['ARM-DUB-1', 'DUB-ELF-1', 'DUB-TOY-5', 'GAL-WAR-1', 'HOW-WAR-1', 'HOW-WAR-5', 'BOA-WAR-5']","['ARM-DUB', 'DUB-ELF', 'DUB-TOY', 'GAL-WAR', 'HOW-WAR', 'BOA-WAR']","['ARM-1', 'ELF-1', 'TOY-5', 'GAL-1', 'HOW-1', 'HOW-5', 'BOA-5']",0,outer
BOX-LID,4,-102.3783024,45.64410998,-99.65481637,-75.29686741,66.12933398,-89.24967437,BOX_LID,BOX-LID-4,"['HUG', 'VAN', 'AIM', 'EGO', 'WAX']",BOX-4_LID-3,"['BOX-HUG-4', 'BOX-VAN-4', 'AIM-LID-3', 'EGO-LID-3', 'LID-WAX-3', 'HUG-LID-4']","['BOX-HUG', 'BOX-VAN', 'AIM-LID', 'EGO-LID', 'LID-WAX', 'HUG-LID']","['HUG-4', 'VAN-4', 'AIM-3', 'EGO-3', 'WAX-3', 'HUG-4']",1,in_to_out
ELF-WET,1,42.59283659,76.25100098,-1.147938372,54.51494159,109.975758,26.61509863,ELF_WET,ELF-WET-1,"['DUB', 'RAD', 'ADO', 'EON']",ELF-1_WET-1,"['DUB-ELF-1', 'ELF-RAD-1', 'ADO-ELF-5', 'EON-WET-7']","['DUB-ELF', 'ELF-RAD', 'ADO-ELF', 'EON-WET']","['DUB-1', 'RAD-1', 'ADO-5', 'EON-7']",0,inner
LEG-NIX,1,19.61778759,137.684574,-71.21173037,53.69602259,146.65104,-68.68453837,LEG_NIX,LEG-NIX-1,"['OVA', 'SPY', 'RAW', 'WHO', 'PIE']",LEG-1_NIX-1,"['LEG-OVA-1', 'LEG-SPY-1', 'LEG-RAW-1', 'NIX-OVA-1', 'NIX-WHO-1', 'NIX-PIE-1']","['LEG-OVA', 'LEG-SPY', 'LEG-RAW', 'NIX-OVA', 'NIX-WHO', 'NIX-PIE']","['OVA-1', 'SPY-1', 'RAW-1', 'OVA-1', 'WHO-1', 'PIE-1']",0,in_to_out
COP-USE,9,-66.40635841,-101.868626,-51.81747737,-42.95671341,-98.69556402,-45.03855737,COP_USE,COP-USE-9,"['TAT', 'NEW', 'GET', 'WOW']",COP-9_USE-9,"['COP-NEW-10', 'COP-GET-10', 'COP-TAT-9', 'TAT-USE-9', 'USE-WOW-9', 'NEW-USE-10']","['COP-TAT', 'COP-NEW', 'COP-GET', 'TAT-USE', 'USE-WOW', 'NEW-USE']","['NEW-10', 'GET-10', 'TAT-9', 'TAT-9', 'WOW-9', 'NEW-10']",0,in_to_out
DIG-TUB,2,99.36351259,63.81006798,-42.85213937,107.6198766,82.04294498,-25.19441537,DIG_TUB,DIG-TUB-2,"['HIT', 'DUI', 'JOY', 'ASK', 'GUN']",DIG-2_TUB-2,"['DIG-HIT-2', 'DIG-DUI-2', 'DIG-JOY-2', 'ASK-TUB-2', 'GUN-TUB-2']","['DIG-HIT', 'DIG-DUI', 'DIG-JOY', 'ASK-TUB', 'GUN-TUB']","['HIT-2', 'DUI-2', 'JOY-1', 'ASK-2', 'GUN-2']",0,outer
VOW-WIZ,6,-94.22729741,61.19367898,16.15277063,-65.23407541,67.63065498,28.89226863,VOW_WIZ,VOW-WIZ-6,"['DRY', 'FAN', 'TAX', 'GIN', 'ZZZ']",VOW-6_WIZ-4,"['DRY-VOW-5', 'FAN-VOW-6', 'TAX-VOW-4', 'GIN-WIZ-4', 'TAX-WIZ-4', 'WIZ-ZZZ-4']","['DRY-VOW', 'FAN-VOW', 'TAX-VOW', 'GIN-WIZ', 'TAX-WIZ', 'WIZ-ZZZ']","['DRY-5', 'FAN-6', 'TAX-4', 'GIN-4', 'TAX-4', 'ZZZ-6']",0,in_to_out
NIL-YES,7,25.22632359,26.39750798,41.98318563,54.23545259,54.72796798,52.16379663,NIL_YES,NIL-YES-7,"['TOY', 'EON', 'ERA', 'AHI']",NIL-7_YES-7,"['NIL-TOY-5', 'NIL-TOY-7', 'EON-NIL-7', 'ERA-NIL-7', 'AHI-YES-7', 'ERA-YES-7']","['NIL-TOY', 'EON-NIL', 'ERA-NIL', 'AHI-YES', 'ERA-YES']","['TOY-5', 'TOY-7', 'EON-7', 'ERA-7', 'AHI-7', 'ERA-7']",0,inner
ALA-MIX,3,-82.31358541,116.370628,-59.92703137,-74.19261141,120.025893,-24.32966137,ALA_MIX,ALA-MIX-3,"['AGO', 'INK', 'FLY', 'MOM']",ALA-3_MIX-3,"['AGO-ALA-3', 'ALA-INK-3', 'ALA-FLY-3', 'MIX-MOM-3']","['AGO-ALA', 'ALA-INK', 'ALA-FLY', 'MIX-MOM']","['AGO-3', 'INK-3', 'FLY-3', 'MOM-3']",0,outer
FAN-FUN,6,-53.57925541,51.12708598,46.46754063,-41.77578841,81.21320698,53.57610463,FAN_FUN,FAN-FUN-6,"['VOW', 'MOP', 'ZZZ', 'NAY', 'PLY', 'REF']",FAN-6_FUN-5,"['FAN-VOW-6', 'FAN-MOP-6', 'FAN-ZZZ-6', 'FUN-NAY-5', 'FUN-PLY-5', 'FUN-REF-5']","['FAN-VOW', 'FAN-MOP', 'FAN-ZZZ', 'FUN-NAY', 'FUN-PLY', 'FUN-REF']","['VOW-6', 'MOP-6', 'ZZZ-6', 'NAY-5', 'PLY-5', 'REF-5']",0,outer
BAM-WIN,8,73.08419059,-41.22449302,-83.34339637,97.42435959,-39.61716802,-65.29166837,BAM_WIN,BAM-WIN-8,"['YAY', 'HAY', 'ETA', 'CIS', 'BAH', 'PAY']",BAM-8_WIN-8,"['BAM-YAY-8', 'BAM-HAY-8', 'BAM-ETA-8', 'BAM-CIS-8', 'BAH-WIN-8', 'HAY-WIN-8', 'PAY-WIN-8']","['BAM-YAY', 'BAM-HAY', 'BAM-ETA', 'BAM-CIS', 'BAH-WIN', 'HAY-WIN', 'PAY-WIN']","['YAY-8', 'HAY-8', 'ETA-8', 'CIS-2', 'BAH-8', 'HAY-8', 'PAY-8']",0,in_to_out
OAR-ZIG,3,-112.1824644,49.38235198,-42.43610337,-102.5536564,87.41918798,-30.73944437,OAR_ZIG,OAR-ZIG-3,"['AGO', 'EGO', 'TAX', 'PAW']",OAR-3_ZIG-4,"['AGO-OAR-3', 'EGO-OAR-3', 'OAR-TAX-3', 'PAW-ZIG-4']","['AGO-OAR', 'EGO-OAR', 'OAR-TAX', 'PAW-ZIG']","['AGO-3', 'EGO-3', 'TAX-3', 'PAW-4']",0,outer
EYE-SUN,7,97.34155959,14.98342398,1.262630628,104.1034676,36.32947298,16.20123563,EYE_SUN,EYE-SUN-7,"['POP', 'GAS', 'HIT', 'SKY']",EYE-7_SUN-7,"['EYE-POP-7', 'EYE-GAS-7', 'HIT-SUN-2', 'SKY-SUN-2', 'HIT-SUN-7']","['EYE-POP', 'EYE-GAS', 'HIT-SUN', 'SKY-SUN']","['POP-7', 'GAS-11', 'HIT-2', 'SKY-2', 'HIT-7']",0,outer
FAX-ZOO,11,52.93065359,-79.92789602,45.84201263,53.59552959,-53.90876502,53.84225463,FAX_ZOO,FAX-ZOO-11,"['AIR', 'COW', 'GIG', 'EAR', 'JAM', 'WAS']",FAX-11_ZOO-11,"['AIR-FAX-11', 'COW-FAX-11', 'FAX-GIG-11', 'EAR-ZOO-11', 'JAM-ZOO-11', 'WAS-ZOO-11']","['AIR-FAX', 'COW-FAX', 'FAX-GIG', 'EAR-ZOO', 'JAM-ZOO', 'WAS-ZOO']","['AIR-11', 'COW-11', 'GIG-11', 'EAR-11', 'JAM-11', 'WAS-11']",0,outer
NIX-PIE,1,18.90968059,136.201273,-71.21173037,19.61778759,146.65104,-30.11467737,NIX_PIE,NIX-PIE-1,"['LEG', 'OVA', 'WHO', 'HOW', 'SPY', 'RUM']",NIX-1_PIE-1,"['LEG-NIX-1', 'NIX-OVA-1', 'NIX-WHO-1', 'HOW-PIE-1', 'PIE-SPY-1', 'PIE-RUM-1']","['LEG-NIX', 'NIX-OVA', 'NIX-WHO', 'HOW-PIE', 'PIE-SPY', 'PIE-RUM']","['LEG-1', 'OVA-1', 'WHO-1', 'HOW-1', 'SPY-1', 'RUM-5']",1,inner
IVY-LUG,7,89.76299359,-35.23578102,-12.75042237,93.61091659,11.58407098,-8.809875372,IVY_LUG,IVY-LUG-7,"['FOX', 'TUX', 'ACE', 'JAR', 'KEG', 'WHY']",IVY-7_LUG-8,"['FOX-IVY-2', 'IVY-TUX-2', 'ACE-IVY-7', 'KEG-LUG-11', 'JAR-LUG-8', 'KEG-LUG-8', 'LUG-WHY-8']","['FOX-IVY', 'IVY-TUX', 'ACE-IVY', 'JAR-LUG', 'KEG-LUG', 'LUG-WHY']","['FOX-2', 'TUX-2', 'ACE-7', 'KEG-11', 'JAR-8', 'KEG-8', 'WHY-8']",0,inner
AGE-ELK,9,-90.54446141,-76.36781602,-41.39540837,-74.04124941,-39.40249202,-38.83893637,AGE_ELK,AGE-ELK-9,"['CHI', 'CUP', 'COY']",AGE-9_ELK-9,"['AGE-CHI-9', 'AGE-CUP-9', 'COY-ELK-9']","['AGE-CHI', 'AGE-CUP', 'COY-ELK']","['CHI-9', 'CUP-4', 'COY-9']",0,inner
HOW-WAR,1_5,3.807477594,116.592725,1.885876628,24.28645659,118.646189,23.27937763,HOW_WAR,HOW-WAR-1_HOW-WAR-5,"['GAL', 'PIE', 'BOA', 'DUB']",HOW-1_WAR-1_HOW-5_WAR-5,"['GAL-HOW-1', 'HOW-PIE-1', 'BOA-HOW-5', 'DUB-WAR-1', 'GAL-WAR-1', 'DUB-WAR-5', 'BOA-WAR-5']","['GAL-HOW', 'HOW-PIE', 'BOA-HOW', 'DUB-WAR', 'GAL-WAR', 'BOA-WAR']","['GAL-1', 'PIE-1', 'BOA-5', 'DUB-1', 'GAL-1', 'DUB-5', 'BOA-5']",0,in_to_out
CHI-DOG,9,-109.3831304,-38.04451102,-35.81172137,-102.5418844,-20.90173802,-16.48294537,CHI_DOG,CHI-DOG-9,"['AGE', 'BED', 'KIT', 'BAR']",CHI-9_DOG-9,"['AGE-CHI-9', 'BED-CHI-9', 'CHI-KIT-9', 'BAR-DOG-4', 'BAR-DOG-9']","['AGE-CHI', 'BED-CHI', 'CHI-KIT', 'BAR-DOG']","['AGE-9', 'BED-9', 'KIT-9', 'BAR-4', 'BAR-9']",0,outer
EAR-PHI,11,47.71669559,-102.675703,5.518761628,72.03006459,-101.306211,24.42671963,EAR_PHI,EAR-PHI-11,"['GEL', 'JAM', 'ZOO', 'TAR', 'WAS']",EAR-11_PHI-11,"['EAR-JAM-11', 'EAR-ZOO-11', 'EAR-GEL-10', 'PHI-TAR-11', 'PHI-WAS-11', 'PHI-TAR-8', 'GEL-PHI-10']","['EAR-GEL', 'EAR-JAM', 'EAR-ZOO', 'PHI-TAR', 'PHI-WAS', 'GEL-PHI']","['JAM-11', 'ZOO-11', 'GEL-10', 'TAR-11', 'WAS-11', 'TAR-8', 'GEL-10']",0,in_to_out
EGG-FOR,10,-1.859306406,-159.398511,-11.69254437,4.830568594,-149.573482,21.92542263,EGG_FOR,EGG-FOR-10,"['ALL', 'PIG', 'MOO', 'OAK', 'RUG', 'HIP']",EGG-10_FOR-10,"['ALL-EGG-10', 'EGG-PIG-10', 'EGG-MOO-10', 'FOR-OAK-10', 'FOR-RUG-10', 'FOR-HIP-10']","['ALL-EGG', 'EGG-PIG', 'EGG-MOO', 'FOR-OAK', 'FOR-RUG', 'FOR-HIP']","['ALL-10', 'PIG-10', 'MOO-10', 'OAK-10', 'RUG-10', 'HIP-10']",0,outer
MAY-SIP,3,-42.89736841,143.011165,-69.18081237,-28.66803741,147.070363,-46.28103337,MAY_SIP,MAY-SIP-3,"['HEX', 'RUM', 'WAX']",MAY-3_SIP-3,"['HEX-MAY-3', 'HEX-SIP-3', 'RUM-SIP-3', 'SIP-WAX-3']","['HEX-MAY', 'HEX-SIP', 'RUM-SIP', 'SIP-WAX']","['HEX-3', 'HEX-3', 'RUM-3', 'WAX-3']",0,in_to_out
NIL-TOY,5_7,22.39774359,54.72796798,50.77433863,37.08808359,80.90008598,53.34773463,NIL_TOY,NIL-TOY-5_NIL-TOY-7,"['EON', 'ERA', 'YES', 'DUB']",NIL-5_TOY-5_NIL-7_TOY-7,"['EON-NIL-7', 'ERA-NIL-7', 'NIL-YES-7', 'DUB-TOY-5']","['EON-NIL', 'ERA-NIL', 'NIL-YES', 'DUB-TOY']","['EON-7', 'ERA-7', 'YES-7', 'DUB-5']",0,in_to_out
GET-NEW,10,-41.25973241,-141.007733,-42.06623437,-11.22186041,-135.328682,-35.38363137,GET_NEW,GET-NEW-10,"['CAB', 'COP', 'DAD', 'OAK', 'HIP', 'USE']",GET-10_NEW-10,"['CAB-GET-10', 'COP-GET-10', 'DAD-GET-10', 'GET-OAK-10', 'COP-NEW-10', 'HIP-NEW-10', 'NEW-USE-10']","['CAB-GET', 'COP-GET', 'DAD-GET', 'GET-OAK', 'COP-NEW', 'HIP-NEW', 'NEW-USE']","['CAB-10', 'COP-10', 'DAD-10', 'OAK-10', 'COP-10', 'HIP-10', 'USE-9']",1,in_to_out
ALL-RUG,10,-21.26114741,-146.611042,5.949316628,-19.93212741,-138.6957,32.20581763,ALL_RUG,ALL-RUG-10,"['EGG', 'PIG', 'PRO', 'FOR', 'SAD']",ALL-10_RUG-10,"['ALL-EGG-10', 'ALL-PIG-10', 'ALL-PRO-10', 'FOR-RUG-10', 'RUG-SAD-10']","['ALL-EGG', 'ALL-PIG', 'ALL-PRO', 'FOR-RUG', 'RUG-SAD']","['EGG-10', 'PIG-10', 'PRO-13', 'FOR-10', 'SAD-10']",0,in_to_out
WAS-ZOO,11,53.59552959,-81.86690602,19.97496263,71.74941359,-79.92789602,45.84201263,WAS_ZOO,WAS-ZOO-11,"['KEG', 'PHI', 'TAR', 'EAR', 'FAX', 'JAM']",WAS-11_ZOO-11,"['KEG-WAS-11', 'PHI-WAS-11', 'TAR-WAS-11', 'EAR-ZOO-11', 'FAX-ZOO-11', 'JAM-ZOO-11']","['KEG-WAS', 'PHI-WAS', 'TAR-WAS', 'EAR-ZOO', 'FAX-ZOO', 'JAM-ZOO']","['KEG-11', 'PHI-11', 'TAR-11', 'EAR-11', 'FAX-11', 'JAM-11']",0,outer
LEG-SPY,1,53.69602259,124.876711,-68.68453837,57.90937859,137.684574,-41.34419237,LEG_SPY,LEG-SPY-1,"['OVA', 'RAW', 'NIX', 'NOM', 'PIE']",LEG-1_SPY-1,"['LEG-OVA-1', 'LEG-RAW-1', 'LEG-NIX-1', 'NOM-SPY-1', 'PIE-SPY-1']","['LEG-OVA', 'LEG-RAW', 'LEG-NIX', 'NOM-SPY', 'PIE-SPY']","['OVA-1', 'RAW-1', 'NIX-1', 'NOM-1', 'PIE-1']",0,in_to_out
DAD-GET,10,-11.22186041,-147.27426,-35.38363137,25.22672259,-141.007733,0.517395628,DAD_GET,DAD-GET-10,"['GEL', 'CAB', 'COP', 'OAK', 'NEW']",DAD-10_GET-10,"['DAD-GEL-10', 'CAB-GET-10', 'COP-GET-10', 'GET-OAK-10', 'GET-NEW-10']","['DAD-GEL', 'CAB-GET', 'COP-GET', 'GET-OAK', 'GET-NEW']","['GEL-10', 'CAB-10', 'COP-10', 'OAK-10', 'NEW-10']",0,inner
EGG-MOO,10,4.830568594,-149.573482,21.92542263,31.52915659,-135.876097,28.76128663,EGG_MOO,EGG-MOO-10,"['ALL', 'PIG', 'FOR', 'JAM']",EGG-10_MOO-10,"['ALL-EGG-10', 'EGG-PIG-10', 'EGG-FOR-10', 'MOO-PIG-10', 'JAM-MOO-13']","['ALL-EGG', 'EGG-PIG', 'EGG-FOR', 'MOO-PIG', 'JAM-MOO']","['ALL-10', 'PIG-10', 'FOR-10', 'PIG-10', 'JAM-13']",0,outer
GAS-TUX,11,98.01878059,-15.46935902,-22.75135137,108.4933236,-13.78822502,8.027349628,GAS_TUX,GAS-TUX-11,"['FIX', 'ODD', 'EYE', 'IVY']",GAS-11_TUX-8,"['FIX-GAS-11', 'GAS-ODD-11', 'EYE-GAS-7', 'IVY-TUX-2']","['FIX-GAS', 'GAS-ODD', 'EYE-GAS', 'IVY-TUX']","['FIX-11', 'ODD-11', 'EYE-7', 'IVY-2']",0,outer
BAM-CIS,8,73.08419059,-39.61716802,-83.34339637,85.32510359,11.66894898,-82.83059537,BAM_CIS,BAM-CIS-8,"['YAY', 'HAY', 'ETA', 'WIN', 'BAH', 'ORC', 'OFF']",BAM-8_CIS-2,"['BAM-YAY-8', 'BAM-HAY-8', 'BAM-ETA-8', 'BAM-WIN-8', 'BAH-CIS-2', 'CIS-ORC-2', 'CIS-ETA-2', 'CIS-OFF-2']","['BAM-YAY', 'BAM-HAY', 'BAM-ETA', 'BAM-WIN', 'BAH-CIS', 'CIS-ORC', 'CIS-ETA', 'CIS-OFF']","['YAY-8', 'HAY-8', 'ETA-8', 'WIN-8', 'BAH-2', 'ORC-2', 'ETA-2', 'OFF-2']",1,inner
IRE-RIB,14,0.777001594,-3.166204017,68.58317463,36.45626059,-2.205857017,78.78930963,IRE_RIB,IRE-RIB-14,"['MAC', 'EVE', 'GIG', 'FOG', 'LAW']",IRE-14_RIB-14,"['EVE-IRE-14', 'GIG-IRE-14', 'IRE-MAC-7', 'FOG-RIB-14', 'LAW-RIB-14', 'FOG-RIB-6']","['IRE-MAC', 'EVE-IRE', 'GIG-IRE', 'FOG-RIB', 'LAW-RIB']","['EVE-14', 'GIG-14', 'MAC-7', 'FOG-14', 'LAW-14', 'FOG-6']",0,outer
IRE-MAC,7,40.26749259,-0.069158017,49.85057663,68.15962259,1.329739983,66.84420363,IRE_MAC,IRE-MAC-7,"['EVE', 'GIG', 'RIB', 'FIX', 'POP']",IRE-7_MAC-7,"['EVE-IRE-14', 'GIG-IRE-14', 'IRE-RIB-14', 'FIX-MAC-11', 'GIG-MAC-11', 'FIX-MAC-7', 'MAC-POP-7']","['EVE-IRE', 'GIG-IRE', 'IRE-RIB', 'FIX-MAC', 'MAC-POP', 'GIG-MAC']","['EVE-14', 'GIG-14', 'RIB-14', 'FIX-11', 'GIG-11', 'FIX-7', 'POP-7']",0,outer
FRO-GUN,1,80.21752159,86.71068098,-76.93202537,83.11559959,92.49394598,-50.51652737,FRO_GUN,FRO-GUN-1,"['WHO', 'ASK', 'OFF', 'JOY', 'TUB']",FRO-1_GUN-1,"['FRO-WHO-1', 'ASK-FRO-2', 'FRO-OFF-1', 'GUN-JOY-1', 'GUN-WHO-1', 'GUN-TUB-2']","['FRO-WHO', 'ASK-FRO', 'FRO-OFF', 'GUN-JOY', 'GUN-WHO', 'GUN-TUB']","['WHO-1', 'ASK-2', 'OFF-2', 'JOY-1', 'WHO-1', 'TUB-2']",0,in_to_out
FLU-SIR,4,-106.7256264,-36.93601502,-81.99597937,-85.17058541,-7.093324017,-80.89485437,FLU_SIR,FLU-SIR-4,"['BAR', 'HUG', 'ONO', 'TAT', 'CUP']",FLU-4_SIR-9,"['BAR-FLU-4', 'FLU-HUG-4', 'ONO-SIR-9', 'SIR-TAT-9', 'CUP-SIR-4', 'HUG-SIR-4']","['BAR-FLU', 'FLU-HUG', 'ONO-SIR', 'SIR-TAT', 'CUP-SIR', 'HUG-SIR']","['BAR-4', 'HUG-4', 'ONO-9', 'TAT-9', 'CUP-4', 'HUG-4']",1,in_to_out
TAX-VOW,4,-96.35106441,67.63065498,-14.31714737,-65.23407541,69.70448498,28.89226863,TAX_VOW,TAX-VOW-4,"['OAR', 'GIN', 'WIZ', 'DRY', 'FAN']",TAX-4_VOW-6,"['OAR-TAX-3', 'GIN-TAX-4', 'TAX-WIZ-4', 'DRY-VOW-5', 'FAN-VOW-6', 'VOW-WIZ-6']","['OAR-TAX', 'GIN-TAX', 'TAX-WIZ', 'DRY-VOW', 'FAN-VOW', 'VOW-WIZ']","['OAR-3', 'GIN-4', 'WIZ-4', 'DRY-5', 'FAN-6', 'WIZ-4']",0,inner
NOM-SPY,1,57.90937859,89.93827798,-41.34419237,74.50482659,124.876711,-8.540843372,NOM_SPY,NOM-SPY-1,"['LEG', 'PIE']",NOM-1_SPY-1,"['LEG-SPY-1', 'PIE-SPY-1']","['LEG-SPY', 'PIE-SPY']","['LEG-1', 'PIE-1']",0,inner
LID-WAX,3,-75.29686741,66.12933398,-99.65481637,-61.03240041,113.301845,-94.98505137,LID_WAX,LID-WAX-3,"['AIM', 'EGO', 'BOX', 'HUG', 'GUT', 'HEX', 'SIP']",LID-3_WAX-3,"['AIM-LID-3', 'EGO-LID-3', 'BOX-LID-4', 'HUG-LID-4', 'AIM-WAX-3', 'GUT-WAX-3', 'HEX-WAX-3', 'SIP-WAX-3']","['AIM-LID', 'EGO-LID', 'BOX-LID', 'HUG-LID', 'AIM-WAX', 'GUT-WAX', 'HEX-WAX', 'SIP-WAX']","['AIM-3', 'EGO-3', 'BOX-4', 'HUG-4', 'AIM-3', 'GUT-3', 'HEX-3', 'SIP-3']",1,inner
HAM-ZZZ,6,-79.23398341,6.428795983,41.84575163,-78.12024741,42.81055598,43.02018763,HAM_ZZZ,HAM-ZZZ-6,"['GIN', 'NAN', 'LAX', 'FAN', 'WIZ']",HAM-6_ZZZ-6,"['GIN-HAM-6', 'HAM-NAN-6', 'HAM-LAX-6', 'FAN-ZZZ-6', 'NAN-ZZZ-6', 'WIZ-ZZZ-4']","['GIN-HAM', 'HAM-NAN', 'HAM-LAX', 'FAN-ZZZ', 'NAN-ZZZ', 'WIZ-ZZZ']","['GIN-6', 'NAN-6', 'LAX-6', 'FAN-6', 'NAN-6', 'WIZ-4']",0,outer
AMP-CAB,10,25.94835359,-122.829441,-45.29832237,51.99566359,-118.984127,-37.65312837,AMP_CAB,AMP-CAB-10,"['SEX', 'YAY', 'ROB', 'OAK', 'GET']",AMP-10_CAB-10,"['AMP-SEX-10', 'AMP-ROB-10', 'AMP-SEX-8', 'AMP-YAY-8', 'CAB-OAK-10', 'CAB-GET-10', 'CAB-YAY-10']","['AMP-SEX', 'AMP-YAY', 'AMP-ROB', 'CAB-OAK', 'CAB-GET', 'CAB-YAY']","['SEX-10', 'ROB-10', 'SEX-8', 'YAY-8', 'OAK-10', 'GET-10', 'YAY-8']",1,in_to_out
JAR-LUG,8,84.01051459,-54.19003002,-46.44022937,89.76299359,-35.23578102,-8.809875372,JAR_LUG,JAR-LUG-8,"['PAY', 'KEG', 'WHY', 'IVY']",JAR-8_LUG-8,"['JAR-PAY-8', 'KEG-LUG-11', 'KEG-LUG-8', 'LUG-WHY-8', 'IVY-LUG-7']","['JAR-PAY', 'KEG-LUG', 'LUG-WHY', 'IVY-LUG']","['PAY-8', 'KEG-11', 'KEG-8', 'WHY-8', 'IVY-7']",0,inner
BOA-HOW,5,-4.902155406,113.990935,4.278644628,3.807477594,116.592725,32.01739663,BOA_HOW,BOA-HOW-5,"['ADO', 'WAR', 'SHY', 'GAL', 'PIE']",BOA-5_HOW-5,"['ADO-BOA-5', 'BOA-WAR-5', 'BOA-SHY-5', 'GAL-HOW-1', 'HOW-WAR-1', 'HOW-PIE-1', 'HOW-WAR-5']","['ADO-BOA', 'BOA-WAR', 'BOA-SHY', 'GAL-HOW', 'HOW-WAR', 'HOW-PIE']","['ADO-5', 'WAR-5', 'SHY-5', 'GAL-1', 'WAR-1', 'PIE-1', 'WAR-5']",0,in_to_out
OAK-ROB,10,18.45301759,-148.691116,-31.06690737,41.82992959,-142.516761,-24.93582837,OAK_ROB,OAK-ROB-10,"['CAB', 'FOR', 'GET', 'AMP', 'GEL', 'SEX']",OAK-10_ROB-10,"['CAB-OAK-10', 'FOR-OAK-10', 'GET-OAK-10', 'AMP-ROB-10', 'GEL-ROB-10', 'ROB-SEX-10']","['CAB-OAK', 'FOR-OAK', 'GET-OAK', 'AMP-ROB', 'GEL-ROB', 'ROB-SEX']","['CAB-10', 'FOR-10', 'GET-10', 'AMP-10', 'GEL-10', 'SEX-10']",0,outer
COP-GET,10,-39.98823741,-141.007733,-42.28678237,-11.22186041,-109.145583,-35.38363137,COP_GET,COP-GET-10,"['USE', 'TAT', 'NEW', 'CAB', 'DAD', 'OAK']",COP-10_GET-10,"['COP-NEW-10', 'COP-USE-9', 'COP-TAT-9', 'CAB-GET-10', 'DAD-GET-10', 'GET-OAK-10', 'GET-NEW-10']","['COP-USE', 'COP-TAT', 'COP-NEW', 'CAB-GET', 'DAD-GET', 'GET-OAK', 'GET-NEW']","['NEW-10', 'USE-9', 'TAT-9', 'CAB-10', 'DAD-10', 'OAK-10', 'NEW-10']",1,inner
TAX-WIZ,4,-96.35106441,61.19367898,-14.31714737,-94.22729741,69.70448498,16.15277063,TAX_WIZ,TAX-WIZ-4,"['OAR', 'GIN', 'VOW', 'ZZZ']",TAX-4_WIZ-4,"['OAR-TAX-3', 'GIN-TAX-4', 'TAX-VOW-4', 'GIN-WIZ-4', 'VOW-WIZ-6', 'WIZ-ZZZ-4']","['OAR-TAX', 'GIN-TAX', 'TAX-VOW', 'GIN-WIZ', 'VOW-WIZ', 'WIZ-ZZZ']","['OAR-3', 'GIN-4', 'VOW-6', 'GIN-4', 'VOW-6', 'ZZZ-6']",0,in_to_out
HAY-WIN,8,78.44892959,-66.37617402,-66.96744137,97.42435959,-41.22449302,-65.29166837,HAY_WIN,HAY-WIN-8,"['BAM', 'YAY', 'BAH', 'PAY']",HAY-8_WIN-8,"['BAM-HAY-8', 'HAY-YAY-8', 'BAH-WIN-8', 'BAM-WIN-8', 'PAY-WIN-8']","['BAM-HAY', 'HAY-YAY', 'BAH-WIN', 'BAM-WIN', 'PAY-WIN']","['BAM-8', 'YAY-8', 'BAH-8', 'BAM-8', 'PAY-8']",0,outer
RUG-SAD,10,-46.30678341,-146.611042,5.949316628,-19.93212741,-142.987594,11.08167163,RUG_SAD,RUG-SAD-10,"['ALL', 'FOR', 'HIP', 'WOW']",RUG-10_SAD-10,"['ALL-RUG-10', 'FOR-RUG-10', 'HIP-SAD-10', 'SAD-WOW-10']","['ALL-RUG', 'FOR-RUG', 'HIP-SAD', 'SAD-WOW']","['ALL-10', 'FOR-10', 'HIP-10', 'WOW-10']",0,in_to_out
